post_id,text,account_id,timestamp,token,type
p3621,To the moon!!!,acc0357,2025-12-05T05:37:38,RNDR,bot
p3622,The project is growing steadily.,acc0288,2025-12-05T05:37:46,BLOC,organic
p3623,Massive pump incoming stay ready!,acc0044,2025-12-05T05:38:11,XCY,coordinated
p3624,Insider: massive deal incoming!,acc0410,2025-12-05T05:38:23,XCY,fake_news
p3625,Leaked info suggests huge collaboration!,acc0422,2025-12-05T05:38:50,FEX,fake_news
p3626,Strong team strong roadmap!,acc0262,2025-12-05T05:38:57,BLOC,coordinated
p3627,Rumor: Big tech involved!,acc0411,2025-12-05T05:39:25,OMNI,fake_news
p3628,Pump incoming!,acc0023,2025-12-05T05:39:49,TAO,bot
p3629,The project is growing steadily.,acc0200,2025-12-05T05:40:03,AITK,organic
p3630,Solid long-term potential.,acc0386,2025-12-05T05:40:27,BLOC,organic
p3631,Insider: massive deal incoming!,acc0182,2025-12-05T05:40:34,BLOC,fake_news
p3632,Pump incoming!,acc0025,2025-12-05T05:40:40,XCY,bot
p3633,Rumor: Big tech involved!,acc0422,2025-12-05T05:40:44,XCY,fake_news
p3634,The project is growing steadily.,acc0046,2025-12-05T05:41:14,ASI,organic
p3635,Don't miss this 100x!,acc0406,2025-12-05T05:41:18,ASI,bot
p3636,Where is the proof?,acc0387,2025-12-05T05:41:33,TAO,doubt
p3637,Pump incoming! #BLOC,acc0455,2025-12-05T05:41:51,BLOC,bot
p3638,Too many identical posts today...,acc0084,2025-12-05T05:41:57,FEX,doubt
p3639,Buy now!! Massive potential!,acc0356,2025-12-05T05:42:10,OMNI,bot
p3640,Don't miss this 100x!,acc0194,2025-12-05T05:42:24,NEURA,bot
p3641,Rumor: Big tech involved!,acc0053,2025-12-05T05:42:45,AITK,fake_news
p3642,Strong development updates.,acc0073,2025-12-05T05:43:04,TAO,organic
p3643,Rumor: Big tech involved!,acc0392,2025-12-05T05:43:29,BLOC,fake_news
p3644,Where is the proof?,acc0275,2025-12-05T05:43:57,XCY,doubt
p3645,Pump incoming!,acc0209,2025-12-05T05:44:22,FEX,bot
p3646,Undervalued gem!,acc0310,2025-12-05T05:44:49,ASI,coordinated
p3647,Solid long-term potential.,acc0416,2025-12-05T05:45:13,TAO,organic
p3648,Don't miss this 100x!,acc0278,2025-12-05T05:45:28,BLOC,bot
p3649,Buy now!! Massive potential!,acc0468,2025-12-05T05:45:39,RNDR,bot
p3650,Buy now!! Massive potential! #TAO,acc0344,2025-12-05T05:45:54,TAO,bot
p3651,Massive pump incoming stay ready!,acc0251,2025-12-05T05:46:08,RNDR,coordinated
p3652,Don't miss this 100x!,acc0047,2025-12-05T05:46:16,XCY,bot
p3653,Pump incoming! #AITK,acc0451,2025-12-05T05:46:20,AITK,bot
p3654,Strong team strong roadmap!,acc0135,2025-12-05T05:46:40,NEURA,coordinated
p3655,Strong team strong roadmap!,acc0163,2025-12-05T05:47:07,ASI,coordinated
p3656,Where is the proof?,acc0454,2025-12-05T05:47:15,RNDR,doubt
p3657,The project is growing steadily.,acc0142,2025-12-05T05:47:25,RNDR,organic
p3658,Market sentiment seems healthy. #BLOC,acc0206,2025-12-05T05:47:27,BLOC,organic
p3659,Strong team strong roadmap!,acc0005,2025-12-05T05:47:30,OMNI,coordinated
p3660,Pump incoming!,acc0018,2025-12-05T05:47:57,NEURA,bot
p3661,This might be manipulated. #OMNI,acc0060,2025-12-05T05:48:01,OMNI,doubt
p3662,Rumor: Big tech involved!,acc0407,2025-12-05T05:48:17,AITK,fake_news
p3663,Leaked info suggests huge collaboration!,acc0088,2025-12-05T05:48:20,NEURA,fake_news
p3664,Where is the proof?,acc0090,2025-12-05T05:48:39,TAO,doubt
p3665,Strong team strong roadmap!,acc0167,2025-12-05T05:48:49,RNDR,coordinated
p3666,Pump incoming!,acc0061,2025-12-05T05:49:04,OMNI,bot
p3667,Seems like coordinated hype. #TAO,acc0289,2025-12-05T05:49:15,TAO,doubt
p3668,Strong team strong roadmap!,acc0130,2025-12-05T05:49:41,XCY,coordinated
p3669,To the moon!!!,acc0272,2025-12-05T05:49:45,AITK,bot
p3670,Solid long-term potential.,acc0385,2025-12-05T05:50:03,ASI,organic
p3671,BREAKING: Major partnership confirmed!,acc0124,2025-12-05T05:50:07,XCY,fake_news
p3672,Don't miss this 100x!,acc0294,2025-12-05T05:50:26,RNDR,bot
p3673,To the moon!!!,acc0361,2025-12-05T05:50:36,BLOC,bot
p3674,Where is the proof? #OMNI,acc0106,2025-12-05T05:50:48,OMNI,doubt
p3675,Don't miss this 100x! #ASI,acc0498,2025-12-05T05:51:14,ASI,bot
p3676,Where is the proof?,acc0300,2025-12-05T05:51:36,ASI,doubt
p3677,Seems like coordinated hype.,acc0084,2025-12-05T05:51:41,RNDR,doubt
p3678,Strong development updates.,acc0424,2025-12-05T05:51:49,TAO,organic
p3679,Where is the proof?,acc0060,2025-12-05T05:52:13,OMNI,doubt
p3680,Insider: massive deal incoming!,acc0210,2025-12-05T05:52:31,FEX,fake_news
p3681,Don't miss this 100x!,acc0258,2025-12-05T05:53:00,TAO,bot
p3682,Too many identical posts today...,acc0017,2025-12-05T05:53:20,OMNI,doubt
p3683,Strong team strong roadmap! #FEX,acc0172,2025-12-05T05:53:41,FEX,coordinated
p3684,Massive pump incoming stay ready!,acc0450,2025-12-05T05:54:00,ASI,coordinated
p3685,Solid long-term potential. #NEURA,acc0351,2025-12-05T05:54:29,NEURA,organic
p3686,To the moon!!!,acc0134,2025-12-05T05:54:57,BLOC,bot
p3687,Seems like coordinated hype.,acc0096,2025-12-05T05:54:58,ASI,doubt
p3688,BREAKING: Major partnership confirmed!,acc0320,2025-12-05T05:55:08,OMNI,fake_news
p3689,This might be manipulated.,acc0199,2025-12-05T05:55:25,ASI,doubt
p3690,BREAKING: Major partnership confirmed! #NEURA,acc0268,2025-12-05T05:55:32,NEURA,fake_news
p3691,Leaked info suggests huge collaboration!,acc0315,2025-12-05T05:55:46,ASI,fake_news
p3692,Where is the proof?,acc0388,2025-12-05T05:56:01,RNDR,doubt
p3693,Rumor: Big tech involved!,acc0206,2025-12-05T05:56:15,BLOC,fake_news
p3694,Seems like coordinated hype. #XCY,acc0327,2025-12-05T05:56:32,XCY,doubt
p3695,Solid long-term potential.,acc0154,2025-12-05T05:56:52,XCY,organic
p3696,Market sentiment seems healthy. #FEX,acc0359,2025-12-05T05:57:05,FEX,organic
p3697,Don't miss this 100x!,acc0434,2025-12-05T05:57:35,TAO,bot
p3698,This will be the next 100x!,acc0352,2025-12-05T05:57:50,AITK,coordinated
p3699,Leaked info suggests huge collaboration!,acc0219,2025-12-05T05:57:56,OMNI,fake_news
p3700,Market sentiment seems healthy.,acc0159,2025-12-05T05:58:05,XCY,organic
p3701,Leaked info suggests huge collaboration! #ASI,acc0383,2025-12-05T05:58:32,ASI,fake_news
p3702,Don't miss this 100x! #NEURA,acc0354,2025-12-05T05:58:51,NEURA,bot
p3703,This will be the next 100x!,acc0486,2025-12-05T05:59:16,FEX,coordinated
p3704,Undervalued gem!,acc0456,2025-12-05T05:59:30,RNDR,coordinated
p3705,Strong development updates.,acc0078,2025-12-05T05:59:45,BLOC,organic
p3706,Strong team strong roadmap!,acc0009,2025-12-05T06:00:05,ASI,coordinated
p3707,Insider: massive deal incoming! #BLOC,acc0124,2025-12-05T06:00:07,BLOC,fake_news
p3708,Undervalued gem!,acc0066,2025-12-05T06:00:27,BLOC,coordinated
p3709,Too many identical posts today...,acc0114,2025-12-05T06:00:35,XCY,doubt
p3710,Solid long-term potential.,acc0018,2025-12-05T06:00:59,ASI,organic
p3711,Market sentiment seems healthy.,acc0343,2025-12-05T06:01:12,BLOC,organic
p3712,Market sentiment seems healthy.,acc0109,2025-12-05T06:01:21,NEURA,organic
p3713,Leaked info suggests huge collaboration!,acc0266,2025-12-05T06:01:34,XCY,fake_news
p3714,Seems like coordinated hype.,acc0500,2025-12-05T06:01:55,BLOC,doubt
p3715,Solid long-term potential.,acc0352,2025-12-05T06:02:09,ASI,organic
p3716,This might be manipulated.,acc0358,2025-12-05T06:02:18,TAO,doubt
p3717,Pump incoming! #AITK,acc0176,2025-12-05T06:02:24,AITK,bot
p3718,Market sentiment seems healthy.,acc0260,2025-12-05T06:02:34,FEX,organic
p3719,Buy now!! Massive potential!,acc0315,2025-12-05T06:02:53,OMNI,bot
p3720,Undervalued gem!,acc0458,2025-12-05T06:03:16,FEX,coordinated
p3721,Buy now!! Massive potential!,acc0128,2025-12-05T06:03:26,TAO,bot
p3722,Strong team strong roadmap! #OMNI,acc0483,2025-12-05T06:03:28,OMNI,coordinated
p3723,Too many identical posts today...,acc0104,2025-12-05T06:03:33,BLOC,doubt
p3724,Rumor: Big tech involved! #RNDR,acc0305,2025-12-05T06:03:43,RNDR,fake_news
p3725,Don't miss this 100x! #NEURA,acc0116,2025-12-05T06:03:53,NEURA,bot
p3726,This might be manipulated.,acc0260,2025-12-05T06:03:59,BLOC,doubt
p3727,Strong team strong roadmap!,acc0338,2025-12-05T06:04:06,BLOC,coordinated
p3728,Seems like coordinated hype.,acc0476,2025-12-05T06:04:36,NEURA,doubt
p3729,Seems like coordinated hype.,acc0174,2025-12-05T06:04:52,XCY,doubt
p3730,Seems like coordinated hype.,acc0355,2025-12-05T06:05:10,FEX,doubt
p3731,Pump incoming! #ASI,acc0401,2025-12-05T06:05:32,ASI,bot
p3732,BREAKING: Major partnership confirmed!,acc0469,2025-12-05T06:05:49,XCY,fake_news
p3733,The project is growing steadily. #ASI,acc0006,2025-12-05T06:05:59,ASI,organic
p3734,Strong development updates.,acc0048,2025-12-05T06:06:10,ASI,organic
p3735,Don't miss this 100x!,acc0142,2025-12-05T06:06:38,ASI,bot
p3736,Strong development updates.,acc0104,2025-12-05T06:07:01,RNDR,organic
p3737,Massive pump incoming stay ready!,acc0170,2025-12-05T06:07:10,ASI,coordinated
p3738,Strong development updates.,acc0091,2025-12-05T06:07:13,AITK,organic
p3739,The project is growing steadily.,acc0097,2025-12-05T06:07:24,FEX,organic
p3740,Buy now!! Massive potential! #XCY,acc0330,2025-12-05T06:07:27,XCY,bot
p3741,Don't miss this 100x! #FEX,acc0062,2025-12-05T06:07:44,FEX,bot
p3742,Too many identical posts today...,acc0126,2025-12-05T06:07:48,NEURA,doubt
p3743,Seems like coordinated hype.,acc0366,2025-12-05T06:08:00,TAO,doubt
p3744,Strong team strong roadmap!,acc0343,2025-12-05T06:08:25,TAO,coordinated
p3745,Strong team strong roadmap! #FEX,acc0194,2025-12-05T06:08:37,FEX,coordinated
p3746,Rumor: Big tech involved!,acc0222,2025-12-05T06:08:47,ASI,fake_news
p3747,Insider: massive deal incoming!,acc0118,2025-12-05T06:09:05,AITK,fake_news
p3748,Market sentiment seems healthy.,acc0329,2025-12-05T06:09:06,RNDR,organic
p3749,Buy now!! Massive potential!,acc0155,2025-12-05T06:09:08,ASI,bot
p3750,To the moon!!!,acc0376,2025-12-05T06:09:16,NEURA,bot
p3751,Insider: massive deal incoming!,acc0462,2025-12-05T06:09:28,AITK,fake_news
p3752,BREAKING: Major partnership confirmed!,acc0032,2025-12-05T06:09:48,XCY,fake_news
p3753,The project is growing steadily.,acc0126,2025-12-05T06:10:03,ASI,organic
p3754,Seems like coordinated hype. #XCY,acc0066,2025-12-05T06:10:08,XCY,doubt
p3755,Pump incoming!,acc0026,2025-12-05T06:10:24,ASI,bot
p3756,The project is growing steadily.,acc0450,2025-12-05T06:10:34,AITK,organic
p3757,Undervalued gem!,acc0079,2025-12-05T06:10:47,FEX,coordinated
p3758,Strong team strong roadmap!,acc0207,2025-12-05T06:10:59,OMNI,coordinated
p3759,Buy now!! Massive potential!,acc0465,2025-12-05T06:11:21,FEX,bot
p3760,To the moon!!!,acc0242,2025-12-05T06:11:23,ASI,bot
p3761,Massive pump incoming stay ready!,acc0412,2025-12-05T06:11:27,XCY,coordinated
p3762,Don't miss this 100x!,acc0469,2025-12-05T06:11:30,XCY,bot
p3763,Undervalued gem! #XCY,acc0001,2025-12-05T06:11:33,XCY,coordinated
p3764,The project is growing steadily.,acc0444,2025-12-05T06:11:50,FEX,organic
p3765,Pump incoming!,acc0200,2025-12-05T06:12:15,OMNI,bot
p3766,Too many identical posts today...,acc0003,2025-12-05T06:12:36,ASI,doubt
p3767,Pump incoming!,acc0101,2025-12-05T06:12:54,ASI,bot
p3768,Rumor: Big tech involved!,acc0269,2025-12-05T06:13:05,ASI,fake_news
p3769,Strong team strong roadmap!,acc0429,2025-12-05T06:13:20,NEURA,coordinated
p3770,The project is growing steadily.,acc0056,2025-12-05T06:13:28,OMNI,organic
p3771,Too many identical posts today...,acc0373,2025-12-05T06:13:41,NEURA,doubt
p3772,Strong team strong roadmap! #XCY,acc0176,2025-12-05T06:13:46,XCY,coordinated
p3773,BREAKING: Major partnership confirmed! #NEURA,acc0209,2025-12-05T06:14:15,NEURA,fake_news
p3774,Don't miss this 100x!,acc0481,2025-12-05T06:14:18,OMNI,bot
p3775,This might be manipulated. #AITK,acc0385,2025-12-05T06:14:44,AITK,doubt
p3776,Where is the proof?,acc0480,2025-12-05T06:14:54,AITK,doubt
p3777,Too many identical posts today... #XCY,acc0337,2025-12-05T06:14:57,XCY,doubt
p3778,This will be the next 100x!,acc0109,2025-12-05T06:15:12,AITK,coordinated
p3779,Too many identical posts today... #BLOC,acc0381,2025-12-05T06:15:25,BLOC,doubt
p3780,Don't miss this 100x! #NEURA,acc0492,2025-12-05T06:15:52,NEURA,bot
p3781,The project is growing steadily. #TAO,acc0029,2025-12-05T06:15:56,TAO,organic
p3782,Insider: massive deal incoming!,acc0023,2025-12-05T06:16:23,ASI,fake_news
p3783,To the moon!!!,acc0418,2025-12-05T06:16:27,OMNI,bot
p3784,The project is growing steadily.,acc0411,2025-12-05T06:16:52,AITK,organic
p3785,Pump incoming!,acc0156,2025-12-05T06:17:18,XCY,bot
p3786,Strong development updates. #RNDR,acc0017,2025-12-05T06:17:30,RNDR,organic
p3787,Don't miss this 100x! #AITK,acc0460,2025-12-05T06:17:35,AITK,bot
p3788,Undervalued gem!,acc0291,2025-12-05T06:17:47,AITK,coordinated
p3789,Seems like coordinated hype.,acc0006,2025-12-05T06:17:51,NEURA,doubt
p3790,Seems like coordinated hype. #NEURA,acc0490,2025-12-05T06:17:52,NEURA,doubt
p3791,Rumor: Big tech involved! #AITK,acc0264,2025-12-05T06:18:19,AITK,fake_news
p3792,Solid long-term potential.,acc0422,2025-12-05T06:18:37,BLOC,organic
p3793,Strong development updates. #FEX,acc0133,2025-12-05T06:18:49,FEX,organic
p3794,Pump incoming!,acc0023,2025-12-05T06:19:01,AITK,bot
p3795,Don't miss this 100x!,acc0277,2025-12-05T06:19:23,OMNI,bot
p3796,Where is the proof? #AITK,acc0125,2025-12-05T06:19:30,AITK,doubt
p3797,Undervalued gem! #TAO,acc0250,2025-12-05T06:19:58,TAO,coordinated
p3798,Don't miss this 100x!,acc0368,2025-12-05T06:20:07,OMNI,bot
p3799,Where is the proof?,acc0380,2025-12-05T06:20:33,ASI,doubt
p3800,Strong team strong roadmap!,acc0071,2025-12-05T06:21:01,TAO,coordinated
p3801,Insider: massive deal incoming!,acc0100,2025-12-05T06:21:19,RNDR,fake_news
p3802,Rumor: Big tech involved! #FEX,acc0156,2025-12-05T06:21:21,FEX,fake_news
p3803,Too many identical posts today... #FEX,acc0341,2025-12-05T06:21:36,FEX,doubt
p3804,Seems like coordinated hype.,acc0101,2025-12-05T06:22:03,RNDR,doubt
p3805,Strong team strong roadmap!,acc0078,2025-12-05T06:22:07,RNDR,coordinated
p3806,Undervalued gem!,acc0271,2025-12-05T06:22:33,BLOC,coordinated
p3807,This might be manipulated. #NEURA,acc0225,2025-12-05T06:22:54,NEURA,doubt
p3808,Strong team strong roadmap!,acc0444,2025-12-05T06:23:03,RNDR,coordinated
p3809,This will be the next 100x! #BLOC,acc0140,2025-12-05T06:23:27,BLOC,coordinated
p3810,Where is the proof?,acc0111,2025-12-05T06:23:41,ASI,doubt
p3811,Strong development updates. #OMNI,acc0415,2025-12-05T06:23:51,OMNI,organic
p3812,This will be the next 100x! #AITK,acc0391,2025-12-05T06:24:00,AITK,coordinated
p3813,To the moon!!! #RNDR,acc0354,2025-12-05T06:24:26,RNDR,bot
p3814,Where is the proof?,acc0452,2025-12-05T06:24:45,AITK,doubt
p3815,Buy now!! Massive potential! #XCY,acc0125,2025-12-05T06:24:49,XCY,bot
p3816,Market sentiment seems healthy. #RNDR,acc0238,2025-12-05T06:25:02,RNDR,organic
p3817,The project is growing steadily.,acc0339,2025-12-05T06:25:03,RNDR,organic
p3818,This will be the next 100x! #AITK,acc0292,2025-12-05T06:25:18,AITK,coordinated
p3819,To the moon!!! #FEX,acc0304,2025-12-05T06:25:37,FEX,bot
p3820,Rumor: Big tech involved! #TAO,acc0065,2025-12-05T06:25:43,TAO,fake_news
p3821,Where is the proof?,acc0157,2025-12-05T06:26:10,BLOC,doubt
p3822,The project is growing steadily.,acc0373,2025-12-05T06:26:15,ASI,organic
p3823,BREAKING: Major partnership confirmed!,acc0252,2025-12-05T06:26:36,NEURA,fake_news
p3824,This will be the next 100x! #OMNI,acc0358,2025-12-05T06:27:01,OMNI,coordinated
p3825,Rumor: Big tech involved!,acc0320,2025-12-05T06:27:17,RNDR,fake_news
p3826,Pump incoming!,acc0139,2025-12-05T06:27:18,FEX,bot
p3827,To the moon!!! #NEURA,acc0245,2025-12-05T06:27:25,NEURA,bot
p3828,Undervalued gem!,acc0492,2025-12-05T06:27:37,XCY,coordinated
p3829,BREAKING: Major partnership confirmed! #NEURA,acc0422,2025-12-05T06:27:56,NEURA,fake_news
p3830,Insider: massive deal incoming!,acc0122,2025-12-05T06:28:13,NEURA,fake_news
p3831,Insider: massive deal incoming! #TAO,acc0236,2025-12-05T06:28:43,TAO,fake_news
p3832,BREAKING: Major partnership confirmed! #FEX,acc0403,2025-12-05T06:29:04,FEX,fake_news
p3833,Strong team strong roadmap!,acc0118,2025-12-05T06:29:15,BLOC,coordinated
p3834,The project is growing steadily. #XCY,acc0032,2025-12-05T06:29:41,XCY,organic
p3835,To the moon!!!,acc0256,2025-12-05T06:29:42,ASI,bot
p3836,Where is the proof?,acc0307,2025-12-05T06:29:56,TAO,doubt
p3837,Leaked info suggests huge collaboration!,acc0203,2025-12-05T06:30:17,RNDR,fake_news
p3838,Insider: massive deal incoming!,acc0047,2025-12-05T06:30:18,XCY,fake_news
p3839,Buy now!! Massive potential! #ASI,acc0190,2025-12-05T06:30:19,ASI,bot
p3840,Insider: massive deal incoming! #ASI,acc0369,2025-12-05T06:30:23,ASI,fake_news
p3841,Massive pump incoming stay ready!,acc0448,2025-12-05T06:30:37,XCY,coordinated
p3842,Where is the proof?,acc0486,2025-12-05T06:30:44,AITK,doubt
p3843,To the moon!!!,acc0216,2025-12-05T06:30:45,FEX,bot
p3844,Leaked info suggests huge collaboration! #FEX,acc0010,2025-12-05T06:31:12,FEX,fake_news
p3845,BREAKING: Major partnership confirmed!,acc0084,2025-12-05T06:31:34,XCY,fake_news
p3846,This might be manipulated. #NEURA,acc0226,2025-12-05T06:31:42,NEURA,doubt
p3847,BREAKING: Major partnership confirmed! #XCY,acc0066,2025-12-05T06:31:46,XCY,fake_news
p3848,Don't miss this 100x!,acc0182,2025-12-05T06:31:50,NEURA,bot
p3849,Pump incoming!,acc0322,2025-12-05T06:32:16,TAO,bot
p3850,The project is growing steadily. #FEX,acc0162,2025-12-05T06:32:35,FEX,organic
p3851,Where is the proof?,acc0468,2025-12-05T06:32:50,ASI,doubt
p3852,Pump incoming! #OMNI,acc0428,2025-12-05T06:32:56,OMNI,bot
p3853,The project is growing steadily.,acc0213,2025-12-05T06:33:15,OMNI,organic
p3854,This will be the next 100x!,acc0183,2025-12-05T06:33:18,XCY,coordinated
p3855,Too many identical posts today...,acc0238,2025-12-05T06:33:30,TAO,doubt
p3856,Solid long-term potential. #XCY,acc0340,2025-12-05T06:33:49,XCY,organic
p3857,Buy now!! Massive potential!,acc0490,2025-12-05T06:34:07,TAO,bot
p3858,Undervalued gem!,acc0250,2025-12-05T06:34:30,FEX,coordinated
p3859,Too many identical posts today... #ASI,acc0349,2025-12-05T06:34:40,ASI,doubt
p3860,Solid long-term potential.,acc0040,2025-12-05T06:35:05,XCY,organic
p3861,To the moon!!!,acc0460,2025-12-05T06:35:26,XCY,bot
p3862,This will be the next 100x!,acc0414,2025-12-05T06:35:28,NEURA,coordinated
p3863,This might be manipulated.,acc0110,2025-12-05T06:35:39,XCY,doubt
p3864,Insider: massive deal incoming!,acc0415,2025-12-05T06:35:52,XCY,fake_news
p3865,To the moon!!!,acc0266,2025-12-05T06:36:12,BLOC,bot
p3866,Leaked info suggests huge collaboration!,acc0318,2025-12-05T06:36:41,RNDR,fake_news
p3867,Strong team strong roadmap!,acc0446,2025-12-05T06:37:07,OMNI,coordinated
p3868,Market sentiment seems healthy. #ASI,acc0287,2025-12-05T06:37:24,ASI,organic
p3869,BREAKING: Major partnership confirmed!,acc0499,2025-12-05T06:37:28,RNDR,fake_news
p3870,Buy now!! Massive potential!,acc0184,2025-12-05T06:37:29,TAO,bot
p3871,Market sentiment seems healthy.,acc0145,2025-12-05T06:37:35,AITK,organic
p3872,Don't miss this 100x!,acc0351,2025-12-05T06:37:51,XCY,bot
p3873,This will be the next 100x! #FEX,acc0299,2025-12-05T06:38:19,FEX,coordinated
p3874,Too many identical posts today...,acc0204,2025-12-05T06:38:47,NEURA,doubt
p3875,Insider: massive deal incoming!,acc0324,2025-12-05T06:39:04,OMNI,fake_news
p3876,Buy now!! Massive potential!,acc0176,2025-12-05T06:39:10,BLOC,bot
p3877,The project is growing steadily.,acc0499,2025-12-05T06:39:14,BLOC,organic
p3878,Don't miss this 100x!,acc0397,2025-12-05T06:39:32,OMNI,bot
p3879,Leaked info suggests huge collaboration!,acc0448,2025-12-05T06:39:39,ASI,fake_news
p3880,This will be the next 100x!,acc0217,2025-12-05T06:40:01,BLOC,coordinated
p3881,The project is growing steadily.,acc0180,2025-12-05T06:40:07,XCY,organic
p3882,Leaked info suggests huge collaboration!,acc0233,2025-12-05T06:40:34,FEX,fake_news
p3883,Rumor: Big tech involved! #XCY,acc0416,2025-12-05T06:41:02,XCY,fake_news
p3884,Don't miss this 100x!,acc0369,2025-12-05T06:41:20,NEURA,bot
p3885,To the moon!!!,acc0321,2025-12-05T06:41:38,BLOC,bot
p3886,Massive pump incoming stay ready!,acc0173,2025-12-05T06:42:01,FEX,coordinated
p3887,Solid long-term potential. #XCY,acc0112,2025-12-05T06:42:05,XCY,organic
p3888,Don't miss this 100x!,acc0442,2025-12-05T06:42:16,AITK,bot
p3889,Market sentiment seems healthy.,acc0319,2025-12-05T06:42:30,AITK,organic
p3890,Strong development updates.,acc0291,2025-12-05T06:42:57,TAO,organic
p3891,This will be the next 100x! #ASI,acc0058,2025-12-05T06:43:00,ASI,coordinated
p3892,Seems like coordinated hype.,acc0461,2025-12-05T06:43:17,TAO,doubt
p3893,Market sentiment seems healthy.,acc0178,2025-12-05T06:43:37,FEX,organic
p3894,Rumor: Big tech involved! #ASI,acc0344,2025-12-05T06:43:53,ASI,fake_news
p3895,Too many identical posts today... #NEURA,acc0428,2025-12-05T06:44:20,NEURA,doubt
p3896,Strong development updates.,acc0394,2025-12-05T06:44:27,TAO,organic
p3897,Seems like coordinated hype.,acc0483,2025-12-05T06:44:39,FEX,doubt
p3898,Leaked info suggests huge collaboration!,acc0444,2025-12-05T06:45:03,RNDR,fake_news
p3899,Don't miss this 100x!,acc0189,2025-12-05T06:45:22,AITK,bot
p3900,Too many identical posts today...,acc0136,2025-12-05T06:45:46,AITK,doubt
p3901,Buy now!! Massive potential!,acc0022,2025-12-05T06:46:08,NEURA,bot
p3902,To the moon!!! #RNDR,acc0232,2025-12-05T06:46:11,RNDR,bot
p3903,Undervalued gem! #FEX,acc0495,2025-12-05T06:46:30,FEX,coordinated
p3904,Too many identical posts today...,acc0262,2025-12-05T06:46:32,AITK,doubt
p3905,Rumor: Big tech involved! #TAO,acc0273,2025-12-05T06:47:02,TAO,fake_news
p3906,Strong development updates.,acc0250,2025-12-05T06:47:29,TAO,organic
p3907,Strong team strong roadmap! #TAO,acc0156,2025-12-05T06:47:38,TAO,coordinated
p3908,Seems like coordinated hype.,acc0007,2025-12-05T06:47:59,RNDR,doubt
p3909,Buy now!! Massive potential!,acc0375,2025-12-05T06:48:12,RNDR,bot
p3910,Too many identical posts today... #NEURA,acc0363,2025-12-05T06:48:16,NEURA,doubt
p3911,Pump incoming!,acc0458,2025-12-05T06:48:18,OMNI,bot
p3912,Massive pump incoming stay ready!,acc0028,2025-12-05T06:48:32,OMNI,coordinated
p3913,Leaked info suggests huge collaboration!,acc0208,2025-12-05T06:48:43,OMNI,fake_news
p3914,Insider: massive deal incoming!,acc0336,2025-12-05T06:48:45,OMNI,fake_news
p3915,Leaked info suggests huge collaboration! #FEX,acc0442,2025-12-05T06:49:13,FEX,fake_news
p3916,Strong team strong roadmap! #RNDR,acc0324,2025-12-05T06:49:15,RNDR,coordinated
p3917,Where is the proof? #OMNI,acc0274,2025-12-05T06:49:42,OMNI,doubt
p3918,Rumor: Big tech involved!,acc0232,2025-12-05T06:50:12,BLOC,fake_news
p3919,This will be the next 100x!,acc0360,2025-12-05T06:50:37,BLOC,coordinated
p3920,Rumor: Big tech involved! #AITK,acc0267,2025-12-05T06:50:39,AITK,fake_news
p3921,Buy now!! Massive potential!,acc0174,2025-12-05T06:51:04,XCY,bot
p3922,Buy now!! Massive potential! #TAO,acc0344,2025-12-05T06:51:12,TAO,bot
p3923,BREAKING: Major partnership confirmed!,acc0223,2025-12-05T06:51:24,ASI,fake_news
p3924,This will be the next 100x! #FEX,acc0437,2025-12-05T06:51:35,FEX,coordinated
p3925,Massive pump incoming stay ready!,acc0498,2025-12-05T06:51:57,AITK,coordinated
p3926,Market sentiment seems healthy.,acc0109,2025-12-05T06:52:27,ASI,organic
p3927,Strong development updates. #AITK,acc0192,2025-12-05T06:52:54,AITK,organic
p3928,Don't miss this 100x!,acc0145,2025-12-05T06:53:05,ASI,bot
p3929,Rumor: Big tech involved! #FEX,acc0288,2025-12-05T06:53:27,FEX,fake_news
p3930,Rumor: Big tech involved!,acc0344,2025-12-05T06:53:38,AITK,fake_news
p3931,Rumor: Big tech involved! #ASI,acc0062,2025-12-05T06:53:52,ASI,fake_news
p3932,Insider: massive deal incoming!,acc0408,2025-12-05T06:53:54,NEURA,fake_news
p3933,Leaked info suggests huge collaboration!,acc0165,2025-12-05T06:53:56,AITK,fake_news
p3934,Pump incoming!,acc0403,2025-12-05T06:54:14,ASI,bot
p3935,This will be the next 100x! #BLOC,acc0237,2025-12-05T06:54:34,BLOC,coordinated
p3936,Buy now!! Massive potential!,acc0482,2025-12-05T06:54:51,TAO,bot
p3937,Leaked info suggests huge collaboration!,acc0213,2025-12-05T06:55:09,TAO,fake_news
p3938,Pump incoming!,acc0125,2025-12-05T06:55:13,ASI,bot
p3939,Strong development updates.,acc0237,2025-12-05T06:55:23,ASI,organic
p3940,Where is the proof?,acc0346,2025-12-05T06:55:43,AITK,doubt
p3941,Buy now!! Massive potential!,acc0113,2025-12-05T06:55:56,AITK,bot
p3942,BREAKING: Major partnership confirmed!,acc0406,2025-12-05T06:56:10,NEURA,fake_news
p3943,Leaked info suggests huge collaboration!,acc0321,2025-12-05T06:56:27,TAO,fake_news
p3944,Massive pump incoming stay ready! #ASI,acc0096,2025-12-05T06:56:32,ASI,coordinated
p3945,Strong team strong roadmap! #BLOC,acc0189,2025-12-05T06:56:59,BLOC,coordinated
p3946,Pump incoming!,acc0121,2025-12-05T06:57:15,XCY,bot
